Education Level,Years of Experience,Location,Industry,Job Title,Salary
Master's,4,Rural,Finance,Data Scientist,75780.63891623287
PhD,12,Rural,Tech,Others,100790.52849366928
Master's,11,Suburban,Healthcare,Project Manager,91768.82785457863
Master's,20,Urban,Education,Data Scientist,100729.26246758002
PhD,36,Suburban,Healthcare,Business Analyst,152455.4985374852
PhD,5,Suburban,Healthcare,Software Engineer,82133.74900342493
PhD,6,Urban,Education,Software Engineer,101686.44603844814
Bachelor's,25,Suburban,Tech,Data Scientist,86469.1840285454
PhD,7,Suburban,Healthcare,Others,96480.51340842097
High School,8,Rural,Tech,Software Engineer,33980.39139115558
Master's,26,Suburban,Tech,Data Scientist,97230.03552111652
Bachelor's,3,Urban,Education,Data Scientist,34144.273849630066
PhD,20,Suburban,Healthcare,Software Engineer,125583.5701291326
Bachelor's,30,Rural,Healthcare,Data Scientist,80693.35225320772
PhD,20,Suburban,Education,Data Scientist,120227.14398797794
Bachelor's,39,Urban,Tech,Business Analyst,97424.69334209082
Master's,24,Rural,Tech,Data Scientist,109850.6668647997
Master's,38,Suburban,Education,Data Scientist,108458.72439704924
High School,14,Urban,Tech,Others,61596.868702483145
High School,34,Urban,Tech,Software Engineer,88617.18962329782
PhD,40,Suburban,Healthcare,Others,161546.55688687123
Master's,36,Suburban,Tech,Project Manager,124217.70040788571
Bachelor's,27,Rural,Tech,Others,114184.22761162155
Bachelor's,13,Suburban,Tech,Project Manager,75661.71045298217
Bachelor's,3,Rural,Tech,Project Manager,49300.18587796204
High School,19,Suburban,Education,Others,57579.10018484134
Bachelor's,33,Urban,Education,Business Analyst,93074.13733541063
High School,11,Urban,Education,Others,72313.79432974372
High School,32,Urban,Tech,Software Engineer,75839.34890294586
PhD,23,Urban,Education,Others,127499.10291518651
Bachelor's,19,Rural,Finance,Business Analyst,79796.85861633519
Bachelor's,4,Urban,Finance,Others,43402.54675683272
Master's,37,Rural,Finance,Business Analyst,131572.71105666575
PhD,29,Rural,Healthcare,Software Engineer,120984.70449231949
Master's,23,Rural,Tech,Data Scientist,92284.29437638607
PhD,39,Suburban,Healthcare,Business Analyst,135836.75987296973
Bachelor's,6,Rural,Education,Business Analyst,43471.02502210416
High School,35,Suburban,Tech,Business Analyst,112784.40536191376
High School,37,Rural,Finance,Software Engineer,73276.96730316945
High School,15,Suburban,Tech,Project Manager,23288.325021595698
High School,14,Suburban,Healthcare,Business Analyst,51123.48518125042
High School,22,Urban,Education,Software Engineer,76433.05986854041
Master's,11,Rural,Education,Data Scientist,78116.67751609783
PhD,28,Suburban,Healthcare,Business Analyst,118273.06974238792
Bachelor's,14,Urban,Tech,Project Manager,71030.92983333502
Master's,28,Rural,Healthcare,Software Engineer,119726.94532773155
PhD,20,Urban,Education,Data Scientist,117904.28080140964
High School,14,Suburban,Finance,Project Manager,35433.74929905249
PhD,13,Urban,Education,Data Scientist,114442.35748937384
PhD,15,Urban,Education,Project Manager,127440.21800389656
High School,14,Rural,Tech,Others,55265.438379970976
High School,3,Suburban,Finance,Others,17454.0214141162
High School,26,Rural,Education,Others,71228.78004555982
Bachelor's,22,Rural,Finance,Data Scientist,99436.7401202705
High School,28,Urban,Healthcare,Others,87896.96750847767
Bachelor's,40,Suburban,Tech,Software Engineer,85061.12243908105
High School,8,Rural,Finance,Software Engineer,42449.97360635373
Bachelor's,6,Suburban,Finance,Others,63091.24250303832
PhD,3,Rural,Tech,Project Manager,87862.46301860388
Master's,4,Urban,Healthcare,Project Manager,81999.09850346629
PhD,4,Rural,Finance,Data Scientist,94851.73673782092
PhD,10,Rural,Tech,Project Manager,92655.45183344453
High School,40,Rural,Education,Business Analyst,84147.57761309453
Bachelor's,27,Suburban,Tech,Project Manager,100238.89356274856
Master's,15,Urban,Education,Software Engineer,86900.81337603329
High School,40,Suburban,Finance,Project Manager,69959.99715830386
High School,29,Rural,Finance,Data Scientist,71578.7886473181
High School,3,Urban,Finance,Project Manager,33177.272156575054
PhD,1,Suburban,Healthcare,Data Scientist,77972.78622573262
Bachelor's,2,Rural,Healthcare,Business Analyst,46905.798259104755
Bachelor's,20,Urban,Education,Others,70292.18521739446
Master's,5,Urban,Tech,Business Analyst,70608.32453753098
Bachelor's,17,Rural,Education,Software Engineer,94680.70396806646
Bachelor's,4,Urban,Tech,Business Analyst,53434.200953259715
High School,8,Urban,Finance,Business Analyst,34635.490558278514
High School,19,Suburban,Tech,Software Engineer,79230.87490799649
PhD,27,Urban,Healthcare,Software Engineer,129446.54798192396
High School,25,Suburban,Tech,Others,74698.2556058541
High School,17,Suburban,Tech,Others,45282.057056986334
High School,18,Suburban,Finance,Project Manager,62956.83357686506
High School,2,Suburban,Finance,Data Scientist,42128.74588232839
PhD,8,Urban,Healthcare,Software Engineer,103798.89581838014
High School,35,Urban,Tech,Business Analyst,82696.96877127753
Master's,30,Suburban,Tech,Business Analyst,104570.79997522171
Master's,16,Urban,Tech,Others,118467.30714165379
Master's,22,Suburban,Finance,Data Scientist,108679.8281974204
Master's,33,Suburban,Healthcare,Software Engineer,126229.33472918137
High School,40,Suburban,Tech,Others,97635.4265691133
Master's,40,Rural,Tech,Data Scientist,124847.47693186183
High School,4,Urban,Tech,Software Engineer,28747.857862230612
PhD,14,Urban,Tech,Business Analyst,111749.55170637184
Master's,2,Suburban,Healthcare,Business Analyst,87193.3452954555
Bachelor's,18,Urban,Healthcare,Others,97026.54878910979
Master's,27,Suburban,Healthcare,Data Scientist,106682.64089675936
Master's,2,Urban,Finance,Business Analyst,86550.97384550695
High School,37,Suburban,Tech,Data Scientist,100770.4131265275
Master's,3,Suburban,Tech,Others,79885.38537611662
Bachelor's,23,Rural,Tech,Project Manager,92522.11881640134
High School,30,Suburban,Tech,Data Scientist,57086.23621220545
High School,10,Rural,Education,Data Scientist,36874.218150428846
PhD,36,Urban,Healthcare,Others,154813.18403121326
PhD,0,Urban,Education,Project Manager,77931.29656125052
Master's,8,Rural,Education,Business Analyst,69336.24894604125
PhD,16,Urban,Finance,Software Engineer,109253.97424765906
PhD,0,Rural,Finance,Others,82104.67339340897
PhD,2,Urban,Tech,Software Engineer,101826.94353700767
High School,25,Rural,Education,Project Manager,58007.820437434544
High School,30,Rural,Education,Project Manager,76993.80144863146
High School,25,Suburban,Healthcare,Data Scientist,67680.7156465073
PhD,22,Urban,Education,Software Engineer,128453.05322102523
High School,29,Suburban,Finance,Software Engineer,75482.53370345407
PhD,9,Rural,Education,Project Manager,95862.88519960045
High School,7,Suburban,Finance,Software Engineer,42308.952943477634
High School,24,Rural,Tech,Business Analyst,47215.12759912074
Bachelor's,21,Urban,Finance,Project Manager,74434.92248502941
Master's,14,Urban,Tech,Data Scientist,104854.91007795215
PhD,40,Urban,Healthcare,Data Scientist,155072.4892093933
Bachelor's,9,Rural,Tech,Data Scientist,54993.30588022106
High School,19,Suburban,Education,Software Engineer,70161.62409984949
PhD,40,Urban,Finance,Project Manager,111063.55218319337
High School,22,Rural,Tech,Data Scientist,85141.84036399337
Master's,0,Suburban,Tech,Project Manager,80452.57914030933
Bachelor's,1,Rural,Tech,Software Engineer,36402.644197626796
Master's,18,Rural,Tech,Business Analyst,73186.04200068249
Bachelor's,13,Urban,Tech,Business Analyst,66364.17587334062
High School,7,Rural,Tech,Business Analyst,32349.558040978845
Master's,37,Rural,Finance,Software Engineer,136668.9329019841
Master's,11,Suburban,Education,Data Scientist,87272.02162131688
High School,25,Urban,Education,Software Engineer,63008.79016337271
Master's,26,Rural,Tech,Project Manager,100853.43614976398
PhD,28,Rural,Finance,Business Analyst,136156.07639789354
Bachelor's,14,Suburban,Tech,Project Manager,82594.52100721686
Bachelor's,0,Rural,Healthcare,Software Engineer,56031.65809020646
Bachelor's,27,Rural,Education,Others,92915.55964627443
PhD,2,Rural,Tech,Others,83673.39136507131
Bachelor's,17,Rural,Finance,Software Engineer,80034.3786903909
High School,33,Rural,Education,Data Scientist,85400.91703637362
Master's,31,Suburban,Finance,Project Manager,111415.2969660245
PhD,28,Rural,Healthcare,Software Engineer,140011.36990328066
Bachelor's,24,Rural,Tech,Software Engineer,78357.34393626415
High School,25,Rural,Healthcare,Others,81823.48260972247
Master's,38,Rural,Education,Business Analyst,102675.16677092544
Master's,7,Urban,Tech,Business Analyst,72031.79399987425
PhD,18,Urban,Education,Data Scientist,116647.75369571878
PhD,21,Urban,Tech,Data Scientist,109061.84453990721
PhD,28,Urban,Finance,Data Scientist,111557.77377196292
High School,32,Suburban,Education,Others,86176.20090784032
High School,37,Urban,Healthcare,Software Engineer,77630.48808464463
PhD,34,Suburban,Healthcare,Data Scientist,146178.4712627485
Bachelor's,2,Urban,Finance,Others,44011.9354901141
Master's,18,Suburban,Finance,Project Manager,96039.8132375789
Master's,9,Urban,Healthcare,Software Engineer,79680.51974803401
High School,26,Rural,Finance,Project Manager,59636.34598981633
Master's,14,Urban,Tech,Business Analyst,95164.81330429073
Bachelor's,10,Urban,Healthcare,Business Analyst,48200.8817308186
Master's,25,Urban,Education,Software Engineer,128826.97111942565
High School,23,Rural,Healthcare,Data Scientist,71371.93265301395
High School,12,Suburban,Finance,Software Engineer,70155.24430730786
Bachelor's,31,Suburban,Tech,Data Scientist,121576.02536521452
Bachelor's,36,Rural,Education,Business Analyst,86461.30824712831
Master's,3,Urban,Healthcare,Software Engineer,81185.78833223919
Master's,12,Urban,Healthcare,Software Engineer,63898.008112883705
High School,8,Urban,Education,Data Scientist,55367.79406909755
Bachelor's,33,Suburban,Tech,Business Analyst,92188.09502842507
Bachelor's,36,Suburban,Finance,Business Analyst,120989.33037044354
Bachelor's,6,Rural,Finance,Data Scientist,51813.77487149988
Master's,0,Rural,Finance,Data Scientist,63786.81624756638
Bachelor's,11,Suburban,Finance,Data Scientist,66536.67910020574
High School,20,Urban,Education,Business Analyst,55148.32775006618
High School,10,Urban,Tech,Business Analyst,48790.84119210707
Master's,13,Urban,Tech,Software Engineer,87491.15375861972
PhD,33,Urban,Healthcare,Business Analyst,118722.17292518557
Master's,33,Rural,Healthcare,Project Manager,159023.49604264108
PhD,24,Rural,Tech,Project Manager,138375.8032906801
Bachelor's,3,Suburban,Healthcare,Data Scientist,59061.673456371325
Master's,25,Rural,Tech,Data Scientist,92625.08889204939
High School,15,Urban,Education,Data Scientist,42588.453054423786
Bachelor's,9,Suburban,Education,Software Engineer,61716.35730970174
High School,1,Rural,Finance,Project Manager,34677.76910641028
Bachelor's,34,Rural,Tech,Project Manager,105790.08877454733
Master's,18,Rural,Education,Business Analyst,112196.17683514798
PhD,5,Rural,Tech,Project Manager,111045.22403990215
Bachelor's,18,Rural,Healthcare,Business Analyst,63780.71076580041
PhD,7,Urban,Tech,Software Engineer,95846.81859190208
Bachelor's,13,Urban,Finance,Data Scientist,76589.17119954368
High School,9,Urban,Finance,Data Scientist,42782.14347587566
High School,2,Rural,Education,Business Analyst,33539.73183254264
Bachelor's,37,Suburban,Healthcare,Others,68212.63755906819
PhD,28,Urban,Healthcare,Business Analyst,129186.13000983305
Master's,14,Urban,Tech,Software Engineer,74121.44761193541
Master's,22,Rural,Healthcare,Project Manager,89057.10475852666
High School,22,Suburban,Finance,Business Analyst,50653.292157083546
Master's,17,Urban,Education,Software Engineer,87350.66046231201
High School,18,Urban,Education,Data Scientist,49628.74644821141
Master's,27,Suburban,Education,Others,93065.0776593517
Bachelor's,25,Rural,Healthcare,Others,91139.45042309545
High School,9,Suburban,Healthcare,Business Analyst,46417.396469745756
High School,3,Rural,Finance,Project Manager,39291.46978698062
Bachelor's,1,Urban,Tech,Business Analyst,39446.57215750255
High School,2,Suburban,Tech,Others,32571.639754427702
Master's,6,Suburban,Education,Others,79189.33393688631
Master's,15,Urban,Education,Data Scientist,84082.2952909361
High School,30,Urban,Healthcare,Project Manager,84899.22895882142
Master's,9,Rural,Education,Project Manager,66711.74707177082
PhD,18,Urban,Finance,Others,122790.08744336132
High School,27,Urban,Finance,Others,65290.072824468574
Bachelor's,16,Suburban,Education,Business Analyst,67827.80608176521
PhD,27,Rural,Education,Business Analyst,146145.65802116782
High School,18,Urban,Education,Data Scientist,66972.33477458009
Bachelor's,36,Suburban,Education,Others,111292.60810938888
Master's,22,Urban,Education,Business Analyst,84750.13970887967
Bachelor's,19,Urban,Finance,Data Scientist,99633.6140478759
PhD,12,Urban,Tech,Project Manager,98078.77998072315
Master's,12,Urban,Finance,Others,89829.66902601151
High School,10,Rural,Finance,Software Engineer,27806.060557936347
Master's,14,Suburban,Education,Others,94774.73303145125
High School,16,Suburban,Tech,Business Analyst,61242.008528835686
High School,27,Urban,Education,Others,48349.89156811532
Bachelor's,18,Suburban,Finance,Software Engineer,86623.35052687935
Bachelor's,3,Urban,Tech,Others,58054.03647749855
Bachelor's,21,Suburban,Healthcare,Business Analyst,82251.49304686027
PhD,21,Rural,Education,Project Manager,127840.40275018319
PhD,36,Rural,Healthcare,Business Analyst,151944.84307209778
Bachelor's,38,Suburban,Healthcare,Data Scientist,106575.6703253013
PhD,33,Urban,Healthcare,Business Analyst,153110.4653643397
Master's,32,Urban,Healthcare,Data Scientist,110665.86524050427
Master's,39,Urban,Tech,Others,141868.57958351172
PhD,32,Urban,Education,Data Scientist,138344.5387395505
PhD,11,Rural,Tech,Others,98264.47191139354
Master's,1,Urban,Education,Data Scientist,57236.13352884186
High School,27,Urban,Education,Business Analyst,57568.97666348876
Master's,9,Urban,Education,Software Engineer,90203.71361576399
Master's,21,Urban,Tech,Others,81634.96227008305
PhD,16,Rural,Finance,Data Scientist,106982.39959367923
Master's,25,Suburban,Healthcare,Software Engineer,118987.7139630322
PhD,2,Suburban,Finance,Data Scientist,91996.91875591369
PhD,6,Urban,Finance,Data Scientist,91833.87211839197
Bachelor's,7,Urban,Finance,Data Scientist,60837.09672713386
Master's,19,Suburban,Healthcare,Business Analyst,102164.27145931675
High School,11,Rural,Finance,Data Scientist,52676.57638803242
Bachelor's,34,Rural,Healthcare,Software Engineer,123583.44553818852
PhD,16,Rural,Healthcare,Data Scientist,114607.68858836975
PhD,27,Rural,Healthcare,Project Manager,146490.82511765903
High School,40,Rural,Education,Others,77553.01903477543
PhD,9,Rural,Education,Business Analyst,96438.68707291957
Master's,21,Rural,Finance,Project Manager,125202.029942286
Bachelor's,37,Rural,Education,Project Manager,116572.81982654783
PhD,32,Rural,Healthcare,Software Engineer,127579.07768108996
PhD,21,Urban,Education,Software Engineer,140957.28663629934
High School,36,Rural,Healthcare,Business Analyst,93516.83113819521
Master's,12,Urban,Tech,Business Analyst,82208.10567964104
PhD,26,Suburban,Education,Others,118441.29491955592
High School,14,Urban,Finance,Data Scientist,59632.26413322205
PhD,21,Suburban,Tech,Business Analyst,127574.61397448886
High School,29,Urban,Tech,Business Analyst,43880.083863118125
High School,39,Suburban,Education,Data Scientist,85987.00485311502
Master's,36,Urban,Education,Others,124754.65397670369
PhD,33,Urban,Finance,Software Engineer,124844.05556839866
Master's,33,Suburban,Tech,Others,128038.91810921318
High School,34,Rural,Healthcare,Data Scientist,97855.08159869
Bachelor's,18,Rural,Education,Software Engineer,86031.01347865102
PhD,7,Rural,Tech,Software Engineer,96969.39885180436
Bachelor's,38,Rural,Tech,Software Engineer,102096.42583882336
PhD,32,Rural,Healthcare,Others,158788.10572954878
Master's,27,Urban,Tech,Data Scientist,88233.3471692696
Master's,36,Rural,Education,Others,122750.17990736243
Master's,24,Urban,Healthcare,Others,132342.33063875354
Master's,35,Suburban,Education,Project Manager,112180.63247900593
Master's,16,Rural,Finance,Business Analyst,84890.3757729515
